barangay,household_id,member_id,worked_last_week,job_last_week,work_prov,work_city,primary_occupation,industry,nature_of_employment,class_of_worker,basis_of_payment,other_job,worked_hours,want_more_hours,farmer,fisher,looking_for_work,reason_not_looking,availability_for_work,willing_to_work
Tibanban,TIB-0117,TIB-0117-2,2,,,,,,,,,,,,1,2,1,,1,2
Tibanban,TIB-0117,TIB-0117-3,2,,,,,,,,,,,,2,1,1,,1,2
Tibanban,TIB-0118,TIB-0118-1,1,1,662,385,758736,27902,3,5,5,2,51,1,2,2,2,05,,1
Tibanban,TIB-0119,TIB-0119-1,1,3,312,614,610858,17280,1,6,4,1,46,1,1,2,2,09,,1
Tibanban,TIB-0120,TIB-0120-1,1,1,628,598,658291,55901,2,5,2,2,41,2,2,2,2,10,,1
Tibanban,TIB-0120,TIB-0120-2,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0121,TIB-0121-1,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0121,TIB-0121-2,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0121,TIB-0121-3,1,3,742,944,816981,81825,2,2,0,1,22,2,2,2,2,05,,2
Tibanban,TIB-0121,TIB-0121-4,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0121,TIB-0121-5,1,3,884,403,443634,72486,3,0,7,2,22,1,1,2,2,04,,2
Tibanban,TIB-0122,TIB-0122-1,1,3,622,847,426609,19180,3,6,1,2,21,1,1,2,2,04,,2
Tibanban,TIB-0122,TIB-0122-2,2,,,,,,,,,,,,2,2,2,04,,1
Tibanban,TIB-0122,TIB-0122-3,1,1,897,606,603604,27150,1,5,4,2,58,2,2,2,2,08,,2
Tibanban,TIB-0122,TIB-0122-4,1,3,401,123,974258,22737,3,3,4,2,46,1,1,2,2,09,,1
Tibanban,TIB-0122,TIB-0122-5,2,,,,,,,,,,,,2,2,2,03,,1
Tibanban,TIB-0123,TIB-0123-1,1,1,821,981,944399,47076,3,0,0,1,51,2,2,2,2,03,,2
Tibanban,TIB-0123,TIB-0123-2,2,,,,,,,,,,,,2,2,2,03,,1
Tibanban,TIB-0123,TIB-0123-3,1,2,689,752,314629,25117,2,5,3,1,47,1,1,2,2,08,,2
Tibanban,TIB-0123,TIB-0123-4,2,,,,,,,,,,,,1,2,1,,2,1
Tibanban,TIB-0123,TIB-0123-5,1,3,157,883,920256,36070,3,0,6,1,32,1,2,2,2,01,,1
Tibanban,TIB-0123,TIB-0123-6,2,,,,,,,,,,,,2,2,1,,1,2
Tibanban,TIB-0124,TIB-0124-1,2,,,,,,,,,,,,2,2,1,,1,2
Tibanban,TIB-0124,TIB-0124-2,1,2,654,249,870022,89063,2,2,6,2,51,2,1,2,2,02,,1
Tibanban,TIB-0125,TIB-0125-1,2,,,,,,,,,,,,2,2,1,,1,1
Tibanban,TIB-0126,TIB-0126-1,1,1,453,624,700779,87381,1,1,6,2,49,2,2,2,2,01,,2
Tibanban,TIB-0126,TIB-0126-2,2,,,,,,,,,,,,2,2,2,06,,2
Tibanban,TIB-0126,TIB-0126-3,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0126,TIB-0126-4,1,3,939,316,855615,66546,1,2,5,2,53,1,2,2,2,04,,1
Tibanban,TIB-0127,TIB-0127-1,2,,,,,,,,,,,,2,2,1,,1,2
Tibanban,TIB-0127,TIB-0127-2,1,1,324,447,819817,15118,2,4,2,2,59,2,1,2,2,05,,1
Tibanban,TIB-0128,TIB-0128-1,2,,,,,,,,,,,,2,2,1,,2,1
Tibanban,TIB-0128,TIB-0128-2,1,1,807,126,361486,60582,2,6,4,1,49,2,2,1,2,10,,1
Tibanban,TIB-0128,TIB-0128-3,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0129,TIB-0129-1,2,,,,,,,,,,,,2,2,2,99,,2
Tibanban,TIB-0130,TIB-0130-1,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0130,TIB-0130-2,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0130,TIB-0130-3,1,3,375,504,614304,62863,2,6,2,1,29,2,2,2,2,08,,1
Tibanban,TIB-0130,TIB-0130-4,1,3,406,506,143299,44202,3,2,3,2,45,2,1,2,2,10,,1
Tibanban,TIB-0130,TIB-0130-5,1,1,782,555,648233,61848,1,5,4,2,38,1,2,1,2,07,,2
Tibanban,TIB-0130,TIB-0130-6,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0131,TIB-0131-1,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0131,TIB-0131-2,1,1,259,863,416561,11387,1,6,1,1,50,2,2,2,2,05,,2
Tibanban,TIB-0132,TIB-0132-1,2,,,,,,,,,,,,2,2,1,,1,2
Tibanban,TIB-0132,TIB-0132-2,1,3,922,482,712748,47178,2,2,0,2,51,1,2,2,2,01,,2
Tibanban,TIB-0132,TIB-0132-3,2,,,,,,,,,,,,1,2,1,,1,1
Tibanban,TIB-0132,TIB-0132-4,1,1,546,783,676472,37176,1,1,2,1,39,2,1,2,2,05,,2
Tibanban,TIB-0133,TIB-0133-1,1,1,648,191,491773,23203,3,1,3,2,48,1,2,1,2,05,,1
Tibanban,TIB-0133,TIB-0133-2,2,,,,,,,,,,,,2,2,2,08,,2
Tibanban,TIB-0133,TIB-0133-3,2,,,,,,,,,,,,1,2,1,,1,1
Tibanban,TIB-0133,TIB-0133-4,1,1,518,196,800356,47934,1,2,2,2,26,1,2,2,2,07,,1
Tibanban,TIB-0133,TIB-0133-5,2,,,,,,,,,,,,2,2,1,,2,1
Tibanban,TIB-0134,TIB-0134-1,2,,,,,,,,,,,,1,2,1,,2,2
Tibanban,TIB-0135,TIB-0135-1,2,,,,,,,,,,,,2,2,2,99,,1
Tibanban,TIB-0135,TIB-0135-2,2,,,,,,,,,,,,2,1,1,,2,2
Tibanban,TIB-0135,TIB-0135-3,2,,,,,,,,,,,,1,2,1,,2,1
Tibanban,TIB-0135,TIB-0135-4,1,1,648,647,312810,64491,1,4,3,2,57,1,1,2,2,05,,1
Tibanban,TIB-0135,TIB-0135-5,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0136,TIB-0136-1,2,,,,,,,,,,,,1,2,1,,2,2
Tibanban,TIB-0136,TIB-0136-2,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0136,TIB-0136-3,2,,,,,,,,,,,,2,2,2,03,,1
Tibanban,TIB-0136,TIB-0136-4,1,3,581,108,803368,94912,1,1,1,2,39,1,1,2,2,04,,2
Tibanban,TIB-0136,TIB-0136-5,1,1,944,859,156314,84585,2,0,3,1,46,1,1,2,2,01,,1
Tibanban,TIB-0137,TIB-0137-1,1,3,121,983,277435,22866,1,4,3,1,33,1,1,2,2,02,,2
Tibanban,TIB-0138,TIB-0138-1,1,1,447,152,123592,62471,3,3,7,2,22,1,2,2,2,05,,1
Tibanban,TIB-0138,TIB-0138-2,2,,,,,,,,,,,,2,2,2,06,,1
Tibanban,TIB-0139,TIB-0139-1,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0139,TIB-0139-2,2,,,,,,,,,,,,2,2,2,03,,2
Tibanban,TIB-0140,TIB-0140-1,2,,,,,,,,,,,,2,2,1,,2,2
Tibanban,TIB-0140,TIB-0140-2,2,,,,,,,,,,,,1,2,1,,2,1
Tibanban,TIB-0140,TIB-0140-3,1,1,206,215,173084,33014,3,3,5,2,58,1,1,2,2,10,,2
Tibanban,TIB-0140,TIB-0140-4,1,3,962,609,702163,26347,1,5,6,1,55,1,1,2,2,09,,2
Tibanban,TIB-0140,TIB-0140-5,1,2,182,160,804165,95342,2,3,5,2,55,1,2,2,2,08,,2
Tibanban,TIB-0140,TIB-0140-6,1,2,607,299,342868,47129,1,1,7,1,59,1,2,2,2,01,,1
Tibanban,TIB-0141,TIB-0141-1,1,1,668,595,153751,84482,2,2,0,1,36,2,2,2,2,05,,1
Tibanban,TIB-0141,TIB-0141-2,1,1,421,475,348941,31207,1,0,4,2,41,2,1,2,2,08,,1
Tibanban,TIB-0142,TIB-0142-1,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0142,TIB-0142-2,2,,,,,,,,,,,,2,2,2,10,,1
Tibanban,TIB-0142,TIB-0142-3,1,2,787,203,924754,64552,1,1,1,2,44,2,1,2,2,05,,2
Tibanban,TIB-0142,TIB-0142-4,2,,,,,,,,,,,,2,2,2,03,,2
Tibanban,TIB-0143,TIB-0143-1,1,2,197,107,234736,15182,2,2,7,1,59,2,2,2,2,06,,1
Tibanban,TIB-0143,TIB-0143-2,1,3,471,273,533997,22735,2,2,0,2,23,2,1,2,2,02,,2
Tibanban,TIB-0143,TIB-0143-3,1,1,790,754,876255,50597,2,0,3,1,49,2,2,1,2,01,,2
Tibanban,TIB-0143,TIB-0143-4,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0143,TIB-0143-5,1,3,212,874,909582,83068,1,6,6,1,45,2,2,2,2,06,,2
Tibanban,TIB-0144,TIB-0144-1,2,,,,,,,,,,,,2,2,2,05,,2
Tibanban,TIB-0145,TIB-0145-1,1,2,767,444,123528,12363,3,1,3,1,20,2,2,2,2,99,,1
Tibanban,TIB-0145,TIB-0145-2,1,1,731,776,193136,47917,2,2,4,2,45,1,2,2,2,06,,1
Tibanban,TIB-0145,TIB-0145-3,1,1,290,442,201558,27553,2,2,6,1,25,2,2,1,2,09,,2
Tibanban,TIB-0145,TIB-0145-4,2,,,,,,,,,,,,2,2,2,10,,1
Tibanban,TIB-0145,TIB-0145-5,1,3,224,982,413855,17659,2,1,4,2,48,2,2,2,2,04,,2
Tibanban,TIB-0145,TIB-0145-6,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0146,TIB-0146-1,1,1,500,934,120826,68086,2,5,7,2,51,1,1,2,2,09,,2
Tibanban,TIB-0147,TIB-0147-1,2,,,,,,,,,,,,2,2,2,07,,1
Tibanban,TIB-0147,TIB-0147-2,1,1,974,971,407373,82585,3,2,7,2,54,2,2,2,2,99,,1
Tibanban,TIB-0147,TIB-0147-3,1,2,860,121,849201,65974,1,5,2,2,34,1,2,2,2,05,,1
Tibanban,TIB-0147,TIB-0147-4,1,1,320,417,920250,22110,1,1,7,1,59,2,2,2,2,06,,2
Tibanban,TIB-0147,TIB-0147-5,2,,,,,,,,,,,,2,2,2,10,,2
Tibanban,TIB-0147,TIB-0147-6,1,1,697,480,406705,79080,1,6,5,2,45,2,1,2,2,02,,1
Tibanban,TIB-0148,TIB-0148-1,1,2,753,880,315614,16219,2,3,4,1,21,1,1,2,2,02,,2
Tibanban,TIB-0148,TIB-0148-2,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0149,TIB-0149-1,2,,,,,,,,,,,,2,2,1,,2,1
Tibanban,TIB-0149,TIB-0149-2,1,3,241,887,733959,23515,2,5,5,1,50,1,2,2,2,09,,2
Tibanban,TIB-0149,TIB-0149-3,1,2,939,724,398247,87203,3,1,0,1,23,1,1,2,2,03,,2
Tibanban,TIB-0149,TIB-0149-4,2,,,,,,,,,,,,2,2,2,05,,1
Tibanban,TIB-0149,TIB-0149-5,1,2,888,568,654506,53055,3,5,4,1,39,2,2,1,2,10,,1
Tibanban,TIB-0149,TIB-0149-6,2,,,,,,,,,,,,2,2,1,,1,1
Tibanban,TIB-0150,TIB-0150-1,2,,,,,,,,,,,,2,2,2,08,,2
Tibanban,TIB-0150,TIB-0150-2,2,,,,,,,,,,,,2,2,1,,1,2
Tibanban,TIB-0151,TIB-0151-1,2,,,,,,,,,,,,2,2,2,01,,2
Tibanban,TIB-0151,TIB-0151-2,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0151,TIB-0151-3,1,1,462,348,609566,49047,3,3,4,1,29,2,2,1,2,04,,2
Tibanban,TIB-0151,TIB-0151-4,1,1,787,388,695277,91691,3,1,3,2,58,1,2,2,2,09,,1
Tibanban,TIB-0151,TIB-0151-5,1,3,679,249,335031,12073,2,0,3,2,50,1,1,2,2,08,,2
Tibanban,TIB-0151,TIB-0151-6,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0152,TIB-0152-1,2,,,,,,,,,,,,2,2,2,07,,1
Tibanban,TIB-0152,TIB-0152-2,2,,,,,,,,,,,,2,1,1,,1,2
Tibanban,TIB-0153,TIB-0153-1,1,3,139,367,553664,20511,1,4,3,1,60,2,2,2,2,06,,1
Tibanban,TIB-0153,TIB-0153-2,1,3,196,640,611620,87750,2,5,4,2,57,2,2,2,2,07,,2
Tibanban,TIB-0153,TIB-0153-3,2,,,,,,,,,,,,2,1,1,,2,2
Tibanban,TIB-0153,TIB-0153-4,2,,,,,,,,,,,,1,2,1,,1,1
Tibanban,TIB-0153,TIB-0153-5,1,2,128,136,992095,30746,1,6,1,1,28,2,1,2,2,08,,1
Tibanban,TIB-0153,TIB-0153-6,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0154,TIB-0154-1,1,2,967,726,374114,66752,2,3,7,1,56,1,2,2,2,02,,1
Tibanban,TIB-0154,TIB-0154-2,2,,,,,,,,,,,,2,1,1,,1,1
Tibanban,TIB-0155,TIB-0155-1,1,2,979,960,532693,16550,3,4,5,2,29,1,1,2,2,02,,2
Tibanban,TIB-0155,TIB-0155-2,2,,,,,,,,,,,,2,2,1,,2,1
Tibanban,TIB-0155,TIB-0155-3,2,,,,,,,,,,,,2,2,2,08,,1
Tibanban,TIB-0155,TIB-0155-4,1,3,958,839,873320,52951,2,6,7,2,47,2,1,2,2,04,,2
Tibanban,TIB-0155,TIB-0155-5,1,2,751,536,624729,40005,1,4,6,2,59,2,2,2,2,03,,1
Tibanban,TIB-0156,TIB-0156-1,1,3,454,634,617130,40713,3,2,5,1,44,2,1,2,2,03,,1
Tibanban,TIB-0156,TIB-0156-2,1,3,146,493,794219,34844,1,5,3,2,59,1,1,2,2,02,,2
Tibanban,TIB-0157,TIB-0157-1,2,,,,,,,,,,,,2,2,2,01,,2
Tibanban,TIB-0157,TIB-0157-2,1,1,240,403,494417,16286,1,3,4,1,33,1,1,2,2,04,,1
Tibanban,TIB-0157,TIB-0157-3,1,3,540,870,767833,99695,3,3,5,1,60,2,2,1,2,06,,1
Tibanban,TIB-0157,TIB-0157-4,2,,,,,,,,,,,,2,2,1,,2,1
Tibanban,TIB-0157,TIB-0157-5,2,,,,,,,,,,,,2,1,1,,2,2
Tibanban,TIB-0157,TIB-0157-6,1,1,967,318,132608,65524,1,1,4,1,60,2,1,2,2,10,,1
Tibanban,TIB-0158,TIB-0158-1,2,,,,,,,,,,,,2,2,2,03,,1
Tibanban,TIB-0158,TIB-0158-2,1,1,943,805,653031,67470,1,1,2,2,26,1,1,2,2,99,,1
Tibanban,TIB-0159,TIB-0159-1,1,1,741,260,789394,30408,1,1,5,2,34,1,2,1,2,02,,1
Tibanban,TIB-0160,TIB-0160-1,2,,,,,,,,,,,,2,2,1,,1,1
Tibanban,TIB-0161,TIB-0161-1,1,1,794,864,969112,84013,3,5,1,2,34,1,2,2,2,10,,2
Tibanban,TIB-0161,TIB-0161-2,2,,,,,,,,,,,,2,2,2,08,,2
Tibanban,TIB-0161,TIB-0161-3,2,,,,,,,,,,,,2,2,2,04,,1
Tibanban,TIB-0162,TIB-0162-1,2,,,,,,,,,,,,2,2,1,,2,2
Tibanban,TIB-0162,TIB-0162-2,2,,,,,,,,,,,,2,2,1,,2,1
Tibanban,TIB-0162,TIB-0162-3,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0162,TIB-0162-4,1,1,613,469,730376,99487,3,1,5,1,42,2,2,2,2,04,,2
Tibanban,TIB-0162,TIB-0162-5,2,,,,,,,,,,,,2,2,2,08,,2
Tibanban,TIB-0163,TIB-0163-1,1,2,713,206,301393,26498,2,3,4,1,41,2,2,1,2,09,,2
Tibanban,TIB-0163,TIB-0163-2,1,1,177,198,862877,33594,2,0,4,1,59,1,2,2,2,10,,2
Tibanban,TIB-0163,TIB-0163-3,2,,,,,,,,,,,,2,1,1,,2,1
Tibanban,TIB-0164,TIB-0164-1,1,1,878,470,262225,41760,1,1,6,2,56,1,2,2,2,02,,2
Tibanban,TIB-0164,TIB-0164-2,1,1,555,946,822594,37163,3,2,2,2,59,2,2,2,2,04,,1
Tibanban,TIB-0164,TIB-0164-3,1,3,633,701,115700,45419,2,6,7,2,39,2,2,2,2,01,,2
Tibanban,TIB-0165,TIB-0165-1,1,1,932,170,173068,52334,2,3,5,1,39,2,2,2,2,05,,2
Tibanban,TIB-0165,TIB-0165-2,2,,,,,,,,,,,,1,2,1,,2,1
Tibanban,TIB-0165,TIB-0165-3,2,,,,,,,,,,,,2,2,2,02,,1
Tibanban,TIB-0165,TIB-0165-4,1,2,452,880,591757,72581,1,2,0,2,40,1,2,1,2,03,,2
Tibanban,TIB-0165,TIB-0165-5,2,,,,,,,,,,,,2,1,1,,1,1
Tibanban,TIB-0165,TIB-0165-6,1,1,717,848,945870,39294,1,3,5,2,54,2,1,2,2,05,,2
Tibanban,TIB-0166,TIB-0166-1,1,2,217,785,682234,65080,2,4,4,1,53,2,1,2,2,01,,1
Tibanban,TIB-0166,TIB-0166-2,1,1,529,162,133682,50700,3,1,6,1,32,2,2,2,2,06,,1
Tibanban,TIB-0166,TIB-0166-3,2,,,,,,,,,,,,2,2,1,,1,2
Tibanban,TIB-0166,TIB-0166-4,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0167,TIB-0167-1,1,2,881,463,103758,83002,3,1,3,1,58,2,2,2,2,08,,2
Tibanban,TIB-0167,TIB-0167-2,1,2,648,424,701033,16232,2,6,3,1,55,2,1,2,2,04,,1
Tibanban,TIB-0167,TIB-0167-3,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0167,TIB-0167-4,1,1,205,543,506498,58321,1,2,4,2,21,1,2,2,2,05,,2
Tibanban,TIB-0168,TIB-0168-1,1,3,761,953,729801,71284,3,5,3,1,44,1,2,1,2,10,,2
Tibanban,TIB-0168,TIB-0168-2,1,2,935,931,828865,63360,3,2,1,1,27,1,1,2,2,02,,2
Tibanban,TIB-0169,TIB-0169-1,1,1,463,546,619504,91900,3,3,5,2,30,2,2,2,2,04,,1
Tibanban,TIB-0169,TIB-0169-2,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0169,TIB-0169-3,2,,,,,,,,,,,,2,2,1,,2,2
Tibanban,TIB-0169,TIB-0169-4,1,1,892,298,571683,13142,1,5,5,1,56,1,1,2,2,05,,1
Tibanban,TIB-0169,TIB-0169-5,1,2,640,220,492628,94520,1,3,0,2,58,2,2,1,2,08,,1
Tibanban,TIB-0169,TIB-0169-6,1,2,828,686,360071,15646,3,6,1,2,59,2,2,2,2,05,,2
Tibanban,TIB-0170,TIB-0170-1,2,,,,,,,,,,,,2,2,2,02,,1
Tibanban,TIB-0170,TIB-0170-2,2,,,,,,,,,,,,2,2,2,09,,2
Tibanban,TIB-0170,TIB-0170-3,1,3,171,430,403457,27209,3,5,6,1,29,2,2,1,2,01,,1
Tibanban,TIB-0170,TIB-0170-4,2,,,,,,,,,,,,2,2,1,,2,2
Tibanban,TIB-0170,TIB-0170-5,2,,,,,,,,,,,,2,2,2,09,,1
Tibanban,TIB-0170,TIB-0170-6,1,1,991,123,766745,84038,3,2,6,1,51,2,2,2,2,04,,2
Tibanban,TIB-0171,TIB-0171-1,1,2,927,177,456109,39914,2,1,0,2,58,1,2,2,2,07,,2
Tibanban,TIB-0171,TIB-0171-2,1,3,567,173,859458,60212,3,1,1,1,58,1,1,2,2,05,,2
Tibanban,TIB-0171,TIB-0171-3,1,3,973,127,132850,31481,1,6,2,1,31,1,1,2,2,04,,1
Tibanban,TIB-0172,TIB-0172-1,2,,,,,,,,,,,,2,2,1,,1,1
Tibanban,TIB-0172,TIB-0172-2,2,,,,,,,,,,,,1,2,1,,2,2
Tibanban,TIB-0173,TIB-0173-1,1,1,690,190,356924,97001,3,2,0,1,27,1,2,1,2,05,,2
Tibanban,TIB-0173,TIB-0173-2,1,2,327,745,643024,63027,1,5,0,2,25,2,1,2,2,03,,1
Tibanban,TIB-0173,TIB-0173-3,1,2,640,460,251746,66830,2,3,2,2,29,1,2,2,2,08,,1
Tibanban,TIB-0174,TIB-0174-1,1,3,456,223,344222,27442,2,4,2,2,43,2,1,2,2,04,,2
Tibanban,TIB-0174,TIB-0174-2,2,,,,,,,,,,,,2,1,1,,2,1
Tibanban,TIB-0175,TIB-0175-1,1,3,939,997,257157,16732,1,3,5,2,20,1,2,2,2,99,,1
Tibanban,TIB-0176,TIB-0176-1,1,1,217,881,261467,22247,2,3,7,1,24,2,2,2,2,10,,2
Tibanban,TIB-0176,TIB-0176-2,1,1,943,892,651115,80149,2,0,6,2,56,2,1,2,2,06,,2
Tibanban,TIB-0176,TIB-0176-3,2,,,,,,,,,,,,2,2,2,03,,1
Tibanban,TIB-0177,TIB-0177-1,1,3,160,180,102398,97888,2,4,5,2,26,2,2,2,2,99,,1
Tibanban,TIB-0177,TIB-0177-2,1,3,446,214,327666,33579,1,0,4,1,33,1,2,2,2,05,,2
Tibanban,TIB-0177,TIB-0177-3,1,3,945,917,866164,61684,1,3,7,1,59,2,1,2,2,06,,2
Tibanban,TIB-0178,TIB-0178-1,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0178,TIB-0178-2,2,,,,,,,,,,,,2,2,1,,2,1
Tibanban,TIB-0178,TIB-0178-3,2,,,,,,,,,,,,2,2,2,06,,1
Tibanban,TIB-0179,TIB-0179-1,2,,,,,,,,,,,,2,2,2,04,,1
Tibanban,TIB-0179,TIB-0179-2,1,1,600,888,939346,14174,3,3,3,1,37,2,1,2,2,01,,2
Tibanban,TIB-0179,TIB-0179-3,2,,,,,,,,,,,,2,2,2,03,,2
Tibanban,TIB-0179,TIB-0179-4,1,3,557,311,985539,58944,2,4,3,1,54,2,2,2,2,06,,1
Tibanban,TIB-0179,TIB-0179-5,2,,,,,,,,,,,,2,1,1,,1,1
Tibanban,TIB-0179,TIB-0179-6,2,,,,,,,,,,,,2,2,2,01,,1
Tibanban,TIB-0180,TIB-0180-1,2,,,,,,,,,,,,2,2,2,03,,1
Tibanban,TIB-0180,TIB-0180-2,1,1,940,446,746182,81340,3,1,0,1,36,2,2,2,2,06,,1
Tibanban,TIB-0180,TIB-0180-3,1,3,137,635,953268,73541,2,6,3,1,34,1,1,2,2,08,,1
Tibanban,TIB-0180,TIB-0180-4,1,3,827,630,290668,48384,2,0,1,1,20,2,2,2,2,08,,1
Tibanban,TIB-0181,TIB-0181-1,1,1,447,220,573846,80026,1,2,5,2,43,1,2,2,2,10,,1
Tibanban,TIB-0181,TIB-0181-2,1,1,329,434,383641,62530,2,0,6,2,50,2,2,2,2,04,,2
Tibanban,TIB-0181,TIB-0181-3,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0181,TIB-0181-4,1,1,541,781,849474,42471,2,2,4,2,26,1,2,1,2,99,,1
Tibanban,TIB-0181,TIB-0181-5,2,,,,,,,,,,,,2,2,1,,2,2
Tibanban,TIB-0181,TIB-0181-6,2,,,,,,,,,,,,1,2,1,,2,2
Tibanban,TIB-0182,TIB-0182-1,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0182,TIB-0182-2,1,1,275,744,114707,83037,2,3,2,1,29,2,2,1,2,09,,2
Tibanban,TIB-0183,TIB-0183-1,1,3,897,426,386980,59203,2,0,2,2,24,2,2,1,2,04,,1
Tibanban,TIB-0183,TIB-0183-2,1,2,370,649,438282,19681,3,1,6,2,20,2,2,1,2,09,,2
Tibanban,TIB-0184,TIB-0184-1,2,,,,,,,,,,,,2,2,1,,1,1
Tibanban,TIB-0184,TIB-0184-2,1,2,138,903,450730,92320,3,4,4,1,56,1,1,2,2,01,,2
Tibanban,TIB-0185,TIB-0185-1,2,,,,,,,,,,,,1,2,1,,2,1
Tibanban,TIB-0185,TIB-0185-2,1,1,971,735,243229,76903,1,5,6,1,20,2,1,2,2,06,,1
Tibanban,TIB-0186,TIB-0186-1,2,,,,,,,,,,,,2,2,2,06,,1
Tibanban,TIB-0186,TIB-0186-2,2,,,,,,,,,,,,1,2,1,,2,1
Tibanban,TIB-0186,TIB-0186-3,1,2,603,387,371141,60392,3,3,3,2,58,2,1,2,2,99,,1
Tibanban,TIB-0186,TIB-0186-4,2,,,,,,,,,,,,2,1,1,,1,1
Tibanban,TIB-0187,TIB-0187-1,1,2,197,443,366022,98769,2,1,3,2,22,1,2,2,2,04,,1
Tibanban,TIB-0187,TIB-0187-2,2,,,,,,,,,,,,2,2,2,03,,2
Tibanban,TIB-0187,TIB-0187-3,2,,,,,,,,,,,,2,2,2,07,,1
Tibanban,TIB-0187,TIB-0187-4,1,1,715,894,638995,92703,2,2,1,2,53,2,2,2,2,05,,2
Tibanban,TIB-0187,TIB-0187-5,1,1,844,582,354416,74396,2,3,4,1,39,1,2,2,2,08,,2
Tibanban,TIB-0188,TIB-0188-1,1,1,965,492,229154,33605,1,4,3,2,20,1,2,2,2,09,,1
Tibanban,TIB-0188,TIB-0188-2,2,,,,,,,,,,,,2,2,2,05,,2
Tibanban,TIB-0189,TIB-0189-1,1,2,846,984,517382,17729,2,6,3,1,32,2,2,1,2,05,,1
Tibanban,TIB-0189,TIB-0189-2,2,,,,,,,,,,,,2,2,2,10,,2
Tibanban,TIB-0189,TIB-0189-3,1,3,825,361,144754,14199,3,6,1,1,36,2,1,2,2,07,,2
Tibanban,TIB-0189,TIB-0189-4,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0190,TIB-0190-1,1,3,119,104,468883,13182,3,5,2,2,25,2,1,2,2,03,,1
Tibanban,TIB-0191,TIB-0191-1,1,1,324,154,381293,37184,3,1,3,1,24,1,2,1,2,10,,1
Tibanban,TIB-0191,TIB-0191-2,1,3,803,201,569336,26235,3,4,2,1,23,1,2,1,2,03,,2
Tibanban,TIB-0191,TIB-0191-3,1,3,562,471,832761,26585,2,0,2,1,49,2,2,2,2,08,,1
Tibanban,TIB-0192,TIB-0192-1,2,,,,,,,,,,,,1,2,1,,2,1
Tibanban,TIB-0192,TIB-0192-2,2,,,,,,,,,,,,1,2,1,,1,2
Tibanban,TIB-0192,TIB-0192-3,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0192,TIB-0192-4,1,3,681,475,308610,63959,2,5,5,2,34,2,2,2,2,07,,2
Tibanban,TIB-0193,TIB-0193-1,2,,,,,,,,,,,,2,2,2,02,,1
Tibanban,TIB-0194,TIB-0194-1,2,,,,,,,,,,,,2,1,1,,2,1
Tibanban,TIB-0195,TIB-0195-1,1,1,649,203,470864,72742,2,1,4,2,27,2,2,2,2,05,,1
Tibanban,TIB-0195,TIB-0195-2,2,,,,,,,,,,,,2,2,2,09,,2
Tibanban,TIB-0195,TIB-0195-3,2,,,,,,,,,,,,2,2,1,,1,1
Tibanban,TIB-0195,TIB-0195-4,1,3,221,138,195202,36167,1,0,1,2,31,2,2,2,2,06,,1
Tibanban,TIB-0195,TIB-0195-5,1,2,646,983,267498,95484,1,2,6,2,46,1,2,2,2,10,,1
Tibanban,TIB-0196,TIB-0196-1,2,,,,,,,,,,,,2,2,1,,1,2
Tibanban,TIB-0196,TIB-0196-2,,,,,,,,,,,,,,,,,,
Tibanban,TIB-0196,TIB-0196-3,1,3,654,331,250905,60279,3,2,7,2,56,1,1,2,2,05,,2
Tibanban,TIB-0197,TIB-0197-1,1,3,784,511,328859,14381,1,0,0,1,21,2,1,2,2,06,,1
Tibanban,TIB-0197,TIB-0197-2,1,2,438,370,340830,46691,2,0,1,2,29,2,2,2,2,07,,1
Tibanban,TIB-0198,TIB-0198-1,1,3,196,451,424820,84880,2,2,7,2,54,2,2,1,2,02,,1
Tibanban,TIB-0198,TIB-0198-2,1,1,442,879,708814,45259,2,3,2,1,45,1,1,2,2,08,,1
Tibanban,TIB-0198,TIB-0198-3,1,3,786,977,992522,73406,1,3,0,1,55,2,1,2,2,02,,2
