barangay,household_id,member_id,filipino_citizen,overseas_filipino,other_location_resided,province_moved,city_moved,barangay_moved,month_year_moved,province_from,city_from,barangay_from,internal_displacement
Tibanban,TIB-0149,TIB-0149-4,2,4,2,,,,,,,,5
Tibanban,TIB-0150,TIB-0150-1,2,3,2,,,,,,,,2
Tibanban,TIB-0150,TIB-0150-2,3,6,2,,,,,,,,5
Tibanban,TIB-0150,TIB-0150-3,1,,2,,,,,,,,3
Tibanban,TIB-0150,TIB-0150-4,2,6,1,477,248,733,07-2022,158,572,624,1
Tibanban,TIB-0151,TIB-0151-1,3,4,1,449,139,689,06-2007,677,467,924,4
Tibanban,TIB-0151,TIB-0151-2,2,2,1,429,104,790,08-2023,633,837,355,3
Tibanban,TIB-0151,TIB-0151-3,3,,1,854,335,197,11-2000,290,688,758,4
Tibanban,TIB-0151,TIB-0151-4,3,1,1,670,752,593,05-2006,221,805,760,3
Tibanban,TIB-0151,TIB-0151-5,1,2,2,,,,,,,,4
Tibanban,TIB-0152,TIB-0152-1,3,1,2,,,,,,,,5
Tibanban,TIB-0152,TIB-0152-2,2,3,2,,,,,,,,5
Tibanban,TIB-0152,TIB-0152-3,3,6,2,,,,,,,,4
Tibanban,TIB-0152,TIB-0152-4,2,1,2,,,,,,,,4
Tibanban,TIB-0153,TIB-0153-1,2,,1,937,691,784,04-2018,830,343,989,4
Tibanban,TIB-0153,TIB-0153-2,2,2,2,,,,,,,,1
Tibanban,TIB-0154,TIB-0154-1,2,7,1,612,725,103,01-2014,323,522,996,3
Tibanban,TIB-0154,TIB-0154-2,1,6,1,332,390,961,11-2014,535,869,578,1
Tibanban,TIB-0154,TIB-0154-3,3,,2,,,,,,,,4
Tibanban,TIB-0154,TIB-0154-4,1,,1,355,156,748,06-2006,587,655,725,3
Tibanban,TIB-0154,TIB-0154-5,2,,1,683,688,631,09-2024,244,711,444,4
Tibanban,TIB-0155,TIB-0155-1,3,,2,,,,,,,,5
Tibanban,TIB-0155,TIB-0155-2,2,1,2,,,,,,,,5
Tibanban,TIB-0155,TIB-0155-3,1,6,2,,,,,,,,4
Tibanban,TIB-0155,TIB-0155-4,1,,2,,,,,,,,1
Tibanban,TIB-0155,TIB-0155-5,2,,2,,,,,,,,3
Tibanban,TIB-0155,TIB-0155-6,2,6,1,410,480,974,04-2014,386,397,950,4
Tibanban,TIB-0156,TIB-0156-1,1,2,2,,,,,,,,3
Tibanban,TIB-0156,TIB-0156-2,3,,2,,,,,,,,1
Tibanban,TIB-0157,TIB-0157-1,1,4,2,,,,,,,,1
Tibanban,TIB-0157,TIB-0157-2,3,6,2,,,,,,,,3
Tibanban,TIB-0158,TIB-0158-1,1,,1,507,256,329,11-2022,230,927,475,2
Tibanban,TIB-0158,TIB-0158-2,1,6,2,,,,,,,,2
Tibanban,TIB-0158,TIB-0158-3,2,5,1,820,908,692,04-2011,701,737,684,2
Tibanban,TIB-0158,TIB-0158-4,1,6,1,936,393,533,06-2019,703,664,565,3
Tibanban,TIB-0159,TIB-0159-1,1,2,1,295,467,298,03-2022,822,840,289,4
Tibanban,TIB-0159,TIB-0159-2,3,,1,801,272,369,06-2002,252,283,551,4
Tibanban,TIB-0159,TIB-0159-3,1,1,2,,,,,,,,2
Tibanban,TIB-0159,TIB-0159-4,3,6,2,,,,,,,,4
Tibanban,TIB-0159,TIB-0159-5,3,7,2,,,,,,,,3
Tibanban,TIB-0159,TIB-0159-6,3,3,2,,,,,,,,4
Tibanban,TIB-0160,TIB-0160-1,3,7,2,,,,,,,,4
Tibanban,TIB-0161,TIB-0161-1,1,1,2,,,,,,,,3
Tibanban,TIB-0161,TIB-0161-2,1,7,2,,,,,,,,5
Tibanban,TIB-0161,TIB-0161-3,2,6,1,887,175,901,08-2023,131,825,857,3
Tibanban,TIB-0161,TIB-0161-4,1,2,1,147,241,374,03-2004,814,176,350,1
Tibanban,TIB-0161,TIB-0161-5,1,,2,,,,,,,,5
Tibanban,TIB-0161,TIB-0161-6,3,,1,913,823,420,05-2017,750,562,409,2
Tibanban,TIB-0162,TIB-0162-1,2,,1,560,742,778,02-2022,473,646,841,1
Tibanban,TIB-0162,TIB-0162-2,3,4,2,,,,,,,,4
Tibanban,TIB-0162,TIB-0162-3,1,7,2,,,,,,,,1
Tibanban,TIB-0162,TIB-0162-4,1,,2,,,,,,,,5
Tibanban,TIB-0163,TIB-0163-1,2,2,1,297,773,385,01-2014,186,632,149,3
Tibanban,TIB-0163,TIB-0163-2,1,1,2,,,,,,,,2
Tibanban,TIB-0163,TIB-0163-3,1,5,2,,,,,,,,5
Tibanban,TIB-0164,TIB-0164-1,1,4,1,201,278,924,12-2007,611,669,135,2
Tibanban,TIB-0164,TIB-0164-2,2,,1,187,818,220,05-2022,209,402,786,1
Tibanban,TIB-0165,TIB-0165-1,2,2,2,,,,,,,,3
Tibanban,TIB-0165,TIB-0165-2,2,4,2,,,,,,,,1
Tibanban,TIB-0165,TIB-0165-3,2,,1,891,240,622,02-2010,721,376,612,5
Tibanban,TIB-0166,TIB-0166-1,3,3,1,781,583,169,08-2024,384,741,702,3
Tibanban,TIB-0166,TIB-0166-2,1,,2,,,,,,,,2
Tibanban,TIB-0166,TIB-0166-3,1,2,2,,,,,,,,5
Tibanban,TIB-0166,TIB-0166-4,1,2,2,,,,,,,,4
Tibanban,TIB-0167,TIB-0167-1,1,7,2,,,,,,,,3
Tibanban,TIB-0167,TIB-0167-2,1,5,1,758,784,811,01-2019,797,986,829,3
Tibanban,TIB-0168,TIB-0168-1,2,2,2,,,,,,,,5
Tibanban,TIB-0168,TIB-0168-2,3,,1,802,645,316,03-2017,423,771,955,2
Tibanban,TIB-0168,TIB-0168-3,2,,2,,,,,,,,3
Tibanban,TIB-0168,TIB-0168-4,1,6,1,613,472,634,02-2012,946,846,180,3
Tibanban,TIB-0168,TIB-0168-5,1,2,1,482,550,517,02-2015,960,974,221,5
Tibanban,TIB-0168,TIB-0168-6,1,5,1,753,872,939,05-2014,943,456,779,5
Tibanban,TIB-0169,TIB-0169-1,3,,1,958,162,790,11-2014,446,309,679,2
Tibanban,TIB-0169,TIB-0169-2,1,,1,936,289,212,03-2006,286,907,381,1
Tibanban,TIB-0169,TIB-0169-3,3,,1,740,814,523,01-2020,678,144,127,5
Tibanban,TIB-0169,TIB-0169-4,2,6,2,,,,,,,,4
Tibanban,TIB-0169,TIB-0169-5,2,2,2,,,,,,,,2
Tibanban,TIB-0169,TIB-0169-6,2,3,1,246,101,765,12-2006,842,348,827,2
Tibanban,TIB-0170,TIB-0170-1,3,3,2,,,,,,,,1
Tibanban,TIB-0170,TIB-0170-2,1,4,2,,,,,,,,4
Tibanban,TIB-0170,TIB-0170-3,2,,1,813,966,488,12-2000,634,573,391,3
Tibanban,TIB-0170,TIB-0170-4,3,5,1,546,930,875,03-2001,431,683,400,2
Tibanban,TIB-0170,TIB-0170-5,1,6,1,219,394,493,04-2020,887,581,330,3
Tibanban,TIB-0171,TIB-0171-1,3,,1,133,176,576,07-2007,593,251,306,4
Tibanban,TIB-0171,TIB-0171-2,2,,1,191,862,413,10-2014,199,937,134,2
Tibanban,TIB-0171,TIB-0171-3,1,4,1,545,771,114,05-2006,731,228,785,2
Tibanban,TIB-0171,TIB-0171-4,2,,1,784,656,792,09-2003,701,943,320,5
Tibanban,TIB-0172,TIB-0172-1,3,2,1,684,924,690,06-2001,944,941,541,4
Tibanban,TIB-0173,TIB-0173-1,3,1,2,,,,,,,,5
Tibanban,TIB-0173,TIB-0173-2,3,3,1,177,898,510,01-2023,895,560,652,3
Tibanban,TIB-0173,TIB-0173-3,1,,1,684,372,260,12-2018,863,199,807,2
Tibanban,TIB-0174,TIB-0174-1,1,7,2,,,,,,,,1
Tibanban,TIB-0174,TIB-0174-2,2,,2,,,,,,,,5
Tibanban,TIB-0174,TIB-0174-3,1,7,2,,,,,,,,2
Tibanban,TIB-0175,TIB-0175-1,2,6,1,774,172,491,05-2004,123,595,884,3
Tibanban,TIB-0175,TIB-0175-2,3,4,1,874,431,893,02-2016,568,643,754,1
Tibanban,TIB-0175,TIB-0175-3,2,2,2,,,,,,,,1
Tibanban,TIB-0175,TIB-0175-4,2,6,2,,,,,,,,3
Tibanban,TIB-0175,TIB-0175-5,3,2,2,,,,,,,,3
Tibanban,TIB-0176,TIB-0176-1,2,2,1,927,192,749,11-2018,844,826,799,2
Tibanban,TIB-0176,TIB-0176-2,1,4,1,926,763,492,08-2017,187,470,816,3
Tibanban,TIB-0177,TIB-0177-1,1,4,1,263,103,959,01-2002,292,656,801,1
Tibanban,TIB-0177,TIB-0177-2,1,,1,143,448,357,12-2008,105,918,727,2
Tibanban,TIB-0178,TIB-0178-1,1,,1,780,580,340,01-2018,909,680,784,2
Tibanban,TIB-0178,TIB-0178-2,2,,2,,,,,,,,5
Tibanban,TIB-0178,TIB-0178-3,3,6,1,804,406,587,10-2016,618,788,620,5
Tibanban,TIB-0179,TIB-0179-1,2,2,1,826,325,986,01-2017,238,973,439,4
Tibanban,TIB-0179,TIB-0179-2,2,1,2,,,,,,,,5
Tibanban,TIB-0179,TIB-0179-3,2,2,2,,,,,,,,1
Tibanban,TIB-0180,TIB-0180-1,2,,2,,,,,,,,5
Tibanban,TIB-0180,TIB-0180-2,1,5,1,545,607,450,11-2016,267,147,112,5
Tibanban,TIB-0181,TIB-0181-1,3,2,1,956,306,886,05-2017,898,692,525,4
Tibanban,TIB-0181,TIB-0181-2,3,6,2,,,,,,,,1
Tibanban,TIB-0181,TIB-0181-3,2,,1,142,762,530,11-2010,592,855,921,2
Tibanban,TIB-0181,TIB-0181-4,2,2,2,,,,,,,,4
Tibanban,TIB-0182,TIB-0182-1,3,1,1,969,586,636,09-2005,993,119,895,5
Tibanban,TIB-0182,TIB-0182-2,3,3,1,989,587,837,01-2014,265,775,583,3
Tibanban,TIB-0182,TIB-0182-3,3,6,1,130,920,713,08-2013,984,434,829,4
Tibanban,TIB-0182,TIB-0182-4,1,1,2,,,,,,,,1
Tibanban,TIB-0182,TIB-0182-5,2,3,2,,,,,,,,5
Tibanban,TIB-0182,TIB-0182-6,2,4,1,813,258,361,04-2024,453,181,291,4
Tibanban,TIB-0183,TIB-0183-1,3,2,2,,,,,,,,1
Tibanban,TIB-0183,TIB-0183-2,2,1,1,210,618,189,11-2008,827,600,330,5
Tibanban,TIB-0184,TIB-0184-1,2,7,1,958,596,435,11-2001,557,728,249,3
Tibanban,TIB-0184,TIB-0184-2,2,2,2,,,,,,,,5
Tibanban,TIB-0185,TIB-0185-1,1,5,1,388,524,756,02-2023,751,635,311,1
Tibanban,TIB-0185,TIB-0185-2,1,2,1,321,623,538,02-2019,446,222,745,5
Tibanban,TIB-0185,TIB-0185-3,2,4,1,709,308,282,11-2007,274,893,559,5
Tibanban,TIB-0185,TIB-0185-4,3,7,2,,,,,,,,1
Tibanban,TIB-0185,TIB-0185-5,3,7,2,,,,,,,,3
Tibanban,TIB-0185,TIB-0185-6,2,1,1,617,161,209,02-2011,190,743,966,4
Tibanban,TIB-0186,TIB-0186-1,1,4,1,625,303,681,03-2016,530,225,699,5
Tibanban,TIB-0186,TIB-0186-2,2,3,2,,,,,,,,1
Tibanban,TIB-0186,TIB-0186-3,2,1,1,304,471,480,12-2003,397,758,973,3
Tibanban,TIB-0186,TIB-0186-4,2,6,1,433,276,354,04-2023,786,650,135,4
Tibanban,TIB-0186,TIB-0186-5,2,2,1,188,325,652,12-2013,200,357,479,3
Tibanban,TIB-0187,TIB-0187-1,1,,1,837,373,289,02-2024,748,926,994,2
Tibanban,TIB-0187,TIB-0187-2,2,3,1,335,270,504,10-2023,274,389,528,3
Tibanban,TIB-0187,TIB-0187-3,3,4,1,496,819,644,06-2014,321,651,770,4
Tibanban,TIB-0187,TIB-0187-4,2,,2,,,,,,,,5
Tibanban,TIB-0188,TIB-0188-1,3,,2,,,,,,,,1
Tibanban,TIB-0189,TIB-0189-1,2,2,1,782,301,549,04-2009,801,179,259,4
Tibanban,TIB-0189,TIB-0189-2,3,7,1,855,978,863,10-2022,573,336,502,3
Tibanban,TIB-0189,TIB-0189-3,1,7,1,335,608,819,04-2006,513,832,324,4
Tibanban,TIB-0189,TIB-0189-4,2,5,2,,,,,,,,2
Tibanban,TIB-0189,TIB-0189-5,3,1,2,,,,,,,,3
Tibanban,TIB-0189,TIB-0189-6,2,2,1,275,908,630,05-2017,398,185,748,3
Tibanban,TIB-0190,TIB-0190-1,3,7,2,,,,,,,,1
Tibanban,TIB-0191,TIB-0191-1,2,,1,859,522,956,12-2014,733,523,783,1
Tibanban,TIB-0191,TIB-0191-2,1,6,1,441,541,640,11-2016,258,362,143,5
Tibanban,TIB-0191,TIB-0191-3,1,1,2,,,,,,,,4
Tibanban,TIB-0192,TIB-0192-1,1,1,2,,,,,,,,3
Tibanban,TIB-0192,TIB-0192-2,2,,2,,,,,,,,5
Tibanban,TIB-0192,TIB-0192-3,1,7,1,807,723,538,04-2013,892,456,896,4
Tibanban,TIB-0192,TIB-0192-4,1,1,1,357,911,640,04-2011,961,649,846,5
Tibanban,TIB-0192,TIB-0192-5,2,3,2,,,,,,,,1
Tibanban,TIB-0192,TIB-0192-6,3,7,2,,,,,,,,3
Tibanban,TIB-0193,TIB-0193-1,2,2,2,,,,,,,,1
Tibanban,TIB-0193,TIB-0193-2,3,1,2,,,,,,,,5
Tibanban,TIB-0193,TIB-0193-3,3,7,1,296,158,555,11-2004,789,519,478,1
Tibanban,TIB-0194,TIB-0194-1,2,4,2,,,,,,,,3
Tibanban,TIB-0194,TIB-0194-2,2,,1,854,816,583,07-2005,679,579,514,4
Tibanban,TIB-0194,TIB-0194-3,3,6,2,,,,,,,,2
Tibanban,TIB-0195,TIB-0195-1,2,4,2,,,,,,,,4
Tibanban,TIB-0195,TIB-0195-2,1,4,2,,,,,,,,4
Tibanban,TIB-0196,TIB-0196-1,2,,1,810,174,267,09-2016,689,151,171,1
Tibanban,TIB-0196,TIB-0196-2,3,2,1,116,811,898,10-2008,517,626,901,5
Tibanban,TIB-0196,TIB-0196-3,2,5,2,,,,,,,,5
Tibanban,TIB-0196,TIB-0196-4,2,6,2,,,,,,,,1
Tibanban,TIB-0197,TIB-0197-1,3,5,2,,,,,,,,4
Tibanban,TIB-0197,TIB-0197-2,2,3,2,,,,,,,,5
Tibanban,TIB-0197,TIB-0197-3,3,3,2,,,,,,,,2
Tibanban,TIB-0197,TIB-0197-4,3,7,1,402,717,100,10-2014,598,152,936,4
Tibanban,TIB-0197,TIB-0197-5,1,2,2,,,,,,,,1
Tibanban,TIB-0197,TIB-0197-6,2,7,2,,,,,,,,5
Tibanban,TIB-0198,TIB-0198-1,3,5,1,651,527,449,05-2019,550,450,712,5
Tibanban,TIB-0198,TIB-0198-2,2,2,1,347,545,127,07-2021,796,541,235,1
Tibanban,TIB-0198,TIB-0198-3,3,,2,,,,,,,,1
Tibanban,TIB-0198,TIB-0198-4,3,,2,,,,,,,,4
Tibanban,TIB-0198,TIB-0198-5,3,1,1,429,207,366,11-2010,706,645,686,2
Tibanban,TIB-0198,TIB-0198-6,3,4,1,805,173,222,11-2010,444,857,779,2
Tibanban,TIB-0199,TIB-0199-1,3,1,2,,,,,,,,1
Tibanban,TIB-0199,TIB-0199-2,3,5,1,600,591,133,09-2020,828,111,108,4
Tibanban,TIB-0199,TIB-0199-3,3,6,1,394,245,510,04-2024,251,628,783,5
Tibanban,TIB-0200,TIB-0200-1,1,7,1,447,277,711,06-2007,141,777,678,3
Tibanban,TIB-0200,TIB-0200-2,1,,1,937,361,120,01-2014,770,301,265,4
Tibanban,TIB-0201,TIB-0201-1,2,2,1,844,822,670,07-2009,124,103,121,5
Tibanban,TIB-0201,TIB-0201-2,2,2,2,,,,,,,,5
Tibanban,TIB-0201,TIB-0201-3,2,6,2,,,,,,,,1
Tibanban,TIB-0202,TIB-0202-1,1,,1,276,783,607,10-2021,980,970,624,2
Tibanban,TIB-0202,TIB-0202-2,1,5,1,983,341,437,06-2005,553,553,330,1
Tibanban,TIB-0202,TIB-0202-3,3,,1,756,804,115,08-2023,143,283,212,5
Tibanban,TIB-0203,TIB-0203-1,2,3,1,194,454,806,05-2016,783,675,184,3
Tibanban,TIB-0203,TIB-0203-2,2,,2,,,,,,,,2
Tibanban,TIB-0204,TIB-0204-1,1,4,1,968,815,798,11-2013,340,414,664,4
Tibanban,TIB-0205,TIB-0205-1,3,3,2,,,,,,,,3
Tibanban,TIB-0206,TIB-0206-1,2,1,1,415,986,389,04-2001,682,252,617,2
Tibanban,TIB-0207,TIB-0207-1,2,,1,708,170,299,06-2008,436,461,828,3
Tibanban,TIB-0207,TIB-0207-2,1,4,1,101,942,744,11-2021,572,582,154,3
Tibanban,TIB-0207,TIB-0207-3,3,,1,463,139,228,02-2008,601,902,522,5
Tibanban,TIB-0207,TIB-0207-4,2,1,1,248,597,402,10-2011,582,597,955,1
Tibanban,TIB-0208,TIB-0208-1,2,,1,832,669,538,03-2023,995,685,469,1
Tibanban,TIB-0208,TIB-0208-2,1,5,2,,,,,,,,4
Tibanban,TIB-0208,TIB-0208-3,2,4,1,768,418,411,05-2004,140,496,593,4
Tibanban,TIB-0208,TIB-0208-4,1,5,2,,,,,,,,5
Tibanban,TIB-0208,TIB-0208-5,1,,1,611,616,664,09-2010,768,904,778,2
Tibanban,TIB-0209,TIB-0209-1,1,4,1,219,461,679,12-2015,949,457,654,2
Tibanban,TIB-0209,TIB-0209-2,2,3,2,,,,,,,,3
Tibanban,TIB-0210,TIB-0210-1,2,4,2,,,,,,,,5
Tibanban,TIB-0210,TIB-0210-2,1,3,2,,,,,,,,4
Tibanban,TIB-0210,TIB-0210-3,1,5,2,,,,,,,,1
Tibanban,TIB-0210,TIB-0210-4,2,7,2,,,,,,,,5
Tibanban,TIB-0211,TIB-0211-1,3,6,1,488,159,944,10-2002,985,794,471,5
Tibanban,TIB-0211,TIB-0211-2,1,6,1,314,129,751,04-2012,959,482,802,5
Tibanban,TIB-0211,TIB-0211-3,1,4,2,,,,,,,,5
Tibanban,TIB-0211,TIB-0211-4,1,7,2,,,,,,,,4
Tibanban,TIB-0211,TIB-0211-5,3,,1,879,336,241,06-2016,543,680,302,5
Tibanban,TIB-0212,TIB-0212-1,2,,2,,,,,,,,5
Tibanban,TIB-0212,TIB-0212-2,3,3,1,646,160,394,10-2011,798,956,542,1
Tibanban,TIB-0212,TIB-0212-3,1,3,2,,,,,,,,3
Tibanban,TIB-0212,TIB-0212-4,1,2,1,492,665,204,09-2002,131,321,418,5
Tibanban,TIB-0213,TIB-0213-1,2,6,2,,,,,,,,4
Tibanban,TIB-0213,TIB-0213-2,2,6,1,645,448,532,09-2014,238,349,697,3
Tibanban,TIB-0214,TIB-0214-1,2,,1,603,486,724,05-2003,407,500,206,3
Tibanban,TIB-0215,TIB-0215-1,1,3,2,,,,,,,,4
Tibanban,TIB-0215,TIB-0215-2,3,6,2,,,,,,,,5
Tibanban,TIB-0215,TIB-0215-3,3,,2,,,,,,,,4
Tibanban,TIB-0215,TIB-0215-4,2,,1,913,317,656,02-2021,661,285,676,3
Tibanban,TIB-0216,TIB-0216-1,2,,1,176,182,422,02-2015,717,606,750,3
Tibanban,TIB-0216,TIB-0216-2,3,2,2,,,,,,,,1
Tibanban,TIB-0216,TIB-0216-3,3,7,1,353,298,615,02-2014,860,182,861,4
Tibanban,TIB-0216,TIB-0216-4,1,1,1,606,792,315,02-2002,125,756,315,2
Tibanban,TIB-0216,TIB-0216-5,1,7,1,398,458,619,01-2017,870,377,348,5
Tibanban,TIB-0216,TIB-0216-6,1,1,1,921,782,927,03-2009,454,802,654,5
Tibanban,TIB-0217,TIB-0217-1,2,3,2,,,,,,,,1
Tibanban,TIB-0217,TIB-0217-2,3,,1,868,690,645,03-2003,834,548,813,2
Tibanban,TIB-0217,TIB-0217-3,1,7,2,,,,,,,,5
Tiblawan,TIB-0001,TIB-0001-1,1,4,2,,,,,,,,4
Tiblawan,TIB-0001,TIB-0001-2,1,7,2,,,,,,,,4
Tiblawan,TIB-0001,TIB-0001-3,1,6,1,473,391,247,04-2002,797,653,730,4
Tiblawan,TIB-0001,TIB-0001-4,2,1,1,318,972,352,12-2003,208,514,246,5
Tiblawan,TIB-0002,TIB-0002-1,2,3,1,237,731,962,12-2024,656,872,341,2
Tiblawan,TIB-0003,TIB-0003-1,3,,2,,,,,,,,4
Tiblawan,TIB-0003,TIB-0003-2,3,1,2,,,,,,,,1
Tiblawan,TIB-0003,TIB-0003-3,3,7,1,311,455,441,12-2008,151,148,731,5
Tiblawan,TIB-0003,TIB-0003-4,1,,2,,,,,,,,2
Tiblawan,TIB-0003,TIB-0003-5,2,5,2,,,,,,,,2
Tiblawan,TIB-0003,TIB-0003-6,1,,1,296,927,342,09-2008,878,155,669,2
Tiblawan,TIB-0004,TIB-0004-1,2,2,2,,,,,,,,3
Tiblawan,TIB-0004,TIB-0004-2,2,4,2,,,,,,,,2
Tiblawan,TIB-0004,TIB-0004-3,3,,2,,,,,,,,5
Tiblawan,TIB-0004,TIB-0004-4,1,1,1,950,902,328,09-2008,269,459,788,1
Tiblawan,TIB-0005,TIB-0005-1,1,3,2,,,,,,,,3
Tiblawan,TIB-0006,TIB-0006-1,2,3,2,,,,,,,,4
Tiblawan,TIB-0006,TIB-0006-2,1,,1,451,403,765,01-2000,288,708,918,4
Tiblawan,TIB-0006,TIB-0006-3,2,2,1,369,330,846,12-2001,251,920,851,2
Tiblawan,TIB-0006,TIB-0006-4,2,4,1,520,303,469,02-2002,183,664,821,4
Tiblawan,TIB-0007,TIB-0007-1,1,1,1,671,485,535,07-2003,888,576,451,3
Tiblawan,TIB-0007,TIB-0007-2,2,3,1,694,748,378,01-2006,382,706,648,2
Tiblawan,TIB-0007,TIB-0007-3,1,1,2,,,,,,,,4
Tiblawan,TIB-0007,TIB-0007-4,1,3,2,,,,,,,,4
Tiblawan,TIB-0008,TIB-0008-1,1,2,1,388,584,327,01-2004,202,148,968,4
Tiblawan,TIB-0009,TIB-0009-1,2,,1,131,314,940,09-2022,468,491,794,5
Tiblawan,TIB-0009,TIB-0009-2,1,3,2,,,,,,,,1
Tiblawan,TIB-0009,TIB-0009-3,1,,2,,,,,,,,4
Tiblawan,TIB-0009,TIB-0009-4,3,7,2,,,,,,,,5
Tiblawan,TIB-0009,TIB-0009-5,2,,2,,,,,,,,5
Tiblawan,TIB-0010,TIB-0010-1,1,,1,682,312,798,07-2009,541,859,889,5
Tiblawan,TIB-0011,TIB-0011-1,3,,1,199,276,812,02-2002,882,295,391,2
Tiblawan,TIB-0011,TIB-0011-2,3,6,2,,,,,,,,4
Tiblawan,TIB-0011,TIB-0011-3,1,2,2,,,,,,,,1
Tiblawan,TIB-0011,TIB-0011-4,1,5,2,,,,,,,,1
Tiblawan,TIB-0011,TIB-0011-5,1,3,1,514,155,404,12-2000,672,947,729,4
Tiblawan,TIB-0011,TIB-0011-6,1,6,1,564,830,806,10-2010,943,806,854,2
Tiblawan,TIB-0012,TIB-0012-1,2,,1,207,189,831,03-2001,475,121,121,4
Tiblawan,TIB-0012,TIB-0012-2,2,3,1,637,715,185,03-2001,389,672,515,2
Tiblawan,TIB-0012,TIB-0012-3,2,,1,187,213,408,12-2016,244,649,261,1
Tiblawan,TIB-0012,TIB-0012-4,2,,1,227,927,408,05-2009,624,449,912,1
Tiblawan,TIB-0013,TIB-0013-1,3,,2,,,,,,,,3
Tiblawan,TIB-0013,TIB-0013-2,3,,2,,,,,,,,3
Tiblawan,TIB-0013,TIB-0013-3,2,,1,780,511,129,08-2014,544,896,915,3
Tiblawan,TIB-0013,TIB-0013-4,2,6,1,842,372,284,11-2024,904,723,598,1
Tiblawan,TIB-0014,TIB-0014-1,3,3,1,777,557,899,08-2004,738,292,956,4
Tiblawan,TIB-0014,TIB-0014-2,3,7,1,682,590,866,10-2000,481,111,467,4
Tiblawan,TIB-0015,TIB-0015-1,2,6,1,494,412,634,03-2010,210,914,634,5
Tiblawan,TIB-0015,TIB-0015-2,3,,2,,,,,,,,2
Tiblawan,TIB-0015,TIB-0015-3,2,2,2,,,,,,,,3
Tiblawan,TIB-0016,TIB-0016-1,2,7,2,,,,,,,,3
Tiblawan,TIB-0016,TIB-0016-2,2,3,2,,,,,,,,1
Tiblawan,TIB-0016,TIB-0016-3,3,,2,,,,,,,,5
Tiblawan,TIB-0016,TIB-0016-4,1,7,1,645,672,697,05-2022,531,483,870,5
Tiblawan,TIB-0016,TIB-0016-5,2,,1,169,126,853,11-2012,399,505,347,3
Tiblawan,TIB-0017,TIB-0017-1,1,3,2,,,,,,,,2
Tiblawan,TIB-0017,TIB-0017-2,3,,1,376,578,341,10-2007,829,496,687,1
Tiblawan,TIB-0017,TIB-0017-3,3,,1,534,965,323,02-2013,520,746,462,3
Tiblawan,TIB-0017,TIB-0017-4,2,4,1,157,608,732,09-2023,850,170,480,2
Tiblawan,TIB-0017,TIB-0017-5,1,1,1,638,642,815,08-2015,396,290,381,3
Tiblawan,TIB-0017,TIB-0017-6,3,4,2,,,,,,,,5
Tiblawan,TIB-0018,TIB-0018-1,1,5,2,,,,,,,,3
Tiblawan,TIB-0018,TIB-0018-2,2,2,1,302,998,625,06-2010,397,967,897,4
Tiblawan,TIB-0018,TIB-0018-3,1,,1,725,823,569,02-2006,247,835,961,2
Tiblawan,TIB-0019,TIB-0019-1,2,2,2,,,,,,,,5
Tiblawan,TIB-0019,TIB-0019-2,1,1,2,,,,,,,,5
Tiblawan,TIB-0019,TIB-0019-3,2,1,1,973,981,826,07-2018,659,884,855,1
Tiblawan,TIB-0020,TIB-0020-1,2,,2,,,,,,,,1
Tiblawan,TIB-0020,TIB-0020-2,2,7,2,,,,,,,,2
Tiblawan,TIB-0020,TIB-0020-3,3,,1,467,679,624,12-2012,419,752,338,1
Tiblawan,TIB-0020,TIB-0020-4,2,3,2,,,,,,,,5
Tiblawan,TIB-0020,TIB-0020-5,1,,1,466,251,458,04-2018,927,265,941,4
Tiblawan,TIB-0021,TIB-0021-1,1,1,2,,,,,,,,4
Tiblawan,TIB-0022,TIB-0022-1,3,4,2,,,,,,,,3
Tiblawan,TIB-0022,TIB-0022-2,3,4,2,,,,,,,,1
Tiblawan,TIB-0022,TIB-0022-3,1,6,2,,,,,,,,5
Tiblawan,TIB-0022,TIB-0022-4,3,3,2,,,,,,,,2
Tiblawan,TIB-0022,TIB-0022-5,2,3,1,310,250,862,11-2005,400,456,742,3
Tiblawan,TIB-0022,TIB-0022-6,3,6,1,926,814,870,10-2006,996,110,153,3
Tiblawan,TIB-0023,TIB-0023-1,3,5,2,,,,,,,,1
Tiblawan,TIB-0024,TIB-0024-1,2,,1,836,881,374,07-2000,403,853,914,5
Tiblawan,TIB-0024,TIB-0024-2,2,,2,,,,,,,,4
Tiblawan,TIB-0024,TIB-0024-3,1,2,1,516,443,888,11-2001,818,265,626,2
Tiblawan,TIB-0024,TIB-0024-4,2,,2,,,,,,,,3
Tiblawan,TIB-0024,TIB-0024-5,3,7,1,158,810,207,10-2004,371,215,270,5
Tiblawan,TIB-0025,TIB-0025-1,2,2,1,616,917,964,07-2018,137,588,814,1
Tiblawan,TIB-0025,TIB-0025-2,1,2,1,323,469,864,03-2008,331,769,873,4
Tiblawan,TIB-0025,TIB-0025-3,3,,1,940,841,332,09-2009,955,104,247,3
Tiblawan,TIB-0026,TIB-0026-1,1,,1,847,371,382,03-2021,900,270,547,2
Tiblawan,TIB-0026,TIB-0026-2,2,6,2,,,,,,,,5
Tiblawan,TIB-0026,TIB-0026-3,1,,2,,,,,,,,3
Tiblawan,TIB-0027,TIB-0027-1,3,2,2,,,,,,,,2
Tiblawan,TIB-0027,TIB-0027-2,2,,1,446,749,371,10-2015,937,211,156,5
