barangay,household_id,member_id,attended_school,school_attending,current_grade_year,reason_not_attending,tvet_graduate,tvet_student,skills_training
Tibanban,TIB-0129,TIB-0129-1,1,2,30400203,,,,
Tibanban,TIB-0130,TIB-0130-1,,,,,,,
Tibanban,TIB-0130,TIB-0130-2,1,1,21400102,,1,2,
Tibanban,TIB-0130,TIB-0130-3,1,3,30400207,,2,2,
Tibanban,TIB-0130,TIB-0130-4,1,2,30500011,,,,
Tibanban,TIB-0131,TIB-0131-1,2,3,10000107,11,1,1,
Tibanban,TIB-0131,TIB-0131-2,1,2,02000000,,2,1,
Tibanban,TIB-0131,TIB-0131-3,1,3,20400102,,,,
Tibanban,TIB-0131,TIB-0131-4,2,1,30400303,10,1,1,Driving
Tibanban,TIB-0132,TIB-0132-1,1,1,80000010,,1,1,Fishing Techniques
Tibanban,TIB-0132,TIB-0132-2,2,2,30500009,99,2,2,
Tibanban,TIB-0132,TIB-0132-3,1,1,21400201,,2,1,
Tibanban,TIB-0132,TIB-0132-4,,,,,,,
Tibanban,TIB-0133,TIB-0133-1,1,1,50000002,,2,2,
Tibanban,TIB-0133,TIB-0133-2,2,1,21400202,99,1,1,
Tibanban,TIB-0133,TIB-0133-3,2,3,40000002,16,2,2,
Tibanban,TIB-0133,TIB-0133-4,,,,,,,
Tibanban,TIB-0134,TIB-0134-1,2,1,21400105,05,2,2,
Tibanban,TIB-0135,TIB-0135-1,,,,,,,
Tibanban,TIB-0135,TIB-0135-2,1,3,30400301,,2,2,
Tibanban,TIB-0136,TIB-0136-1,2,1,20400102,06,1,1,
Tibanban,TIB-0136,TIB-0136-2,2,1,20400105,13,1,2,
Tibanban,TIB-0137,TIB-0137-1,1,3,30400208,,1,1,
Tibanban,TIB-0137,TIB-0137-2,1,2,11000101,,1,1,
Tibanban,TIB-0137,TIB-0137-3,2,3,30500009,99,,,
Tibanban,TIB-0138,TIB-0138-1,2,1,11000103,07,2,2,
Tibanban,TIB-0138,TIB-0138-2,1,2,30400109,,2,2,
Tibanban,TIB-0138,TIB-0138-3,1,3,30400303,,2,2,
Tibanban,TIB-0139,TIB-0139-1,2,3,11000103,01,2,1,
Tibanban,TIB-0140,TIB-0140-1,2,3,30400107,05,2,1,
Tibanban,TIB-0141,TIB-0141-1,1,2,21400102,,,,
Tibanban,TIB-0142,TIB-0142-1,2,3,30500008,16,1,1,
Tibanban,TIB-0142,TIB-0142-2,1,1,11000108,,2,1,
Tibanban,TIB-0142,TIB-0142-3,2,2,30500008,07,2,1,
Tibanban,TIB-0142,TIB-0142-4,1,2,20400105,,1,2,
Tibanban,TIB-0142,TIB-0142-5,,,,,,,
Tibanban,TIB-0142,TIB-0142-6,,,,,,,
Tibanban,TIB-0143,TIB-0143-1,2,3,30400203,14,,,
Tibanban,TIB-0143,TIB-0143-2,1,2,30400206,,2,1,
Tibanban,TIB-0143,TIB-0143-3,,,,,,,
Tibanban,TIB-0143,TIB-0143-4,1,2,30500009,,1,2,
Tibanban,TIB-0144,TIB-0144-1,2,1,10000104,06,,,
Tibanban,TIB-0144,TIB-0144-2,1,2,21400103,,2,2,
Tibanban,TIB-0144,TIB-0144-3,2,2,21400103,08,1,2,
Tibanban,TIB-0145,TIB-0145-1,2,3,30400108,06,,,
Tibanban,TIB-0145,TIB-0145-2,1,2,21400103,,1,2,
Tibanban,TIB-0145,TIB-0145-3,1,2,21400103,,2,2,
Tibanban,TIB-0145,TIB-0145-4,2,3,60000003,18,1,2,
Tibanban,TIB-0146,TIB-0146-1,1,1,21400103,,,,
Tibanban,TIB-0146,TIB-0146-2,2,3,30400205,13,2,2,
Tibanban,TIB-0146,TIB-0146-3,2,2,10000106,16,2,2,
Tibanban,TIB-0147,TIB-0147-1,2,2,20400101,07,1,1,
Tibanban,TIB-0147,TIB-0147-2,1,1,10000105,,1,2,
Tibanban,TIB-0147,TIB-0147-3,1,1,20400103,,2,1,
Tibanban,TIB-0147,TIB-0147-4,2,3,10000106,04,2,1,Aquaculture
Tibanban,TIB-0148,TIB-0148-1,1,2,60000005,,2,2,
Tibanban,TIB-0149,TIB-0149-1,2,3,11000103,04,1,1,
Tibanban,TIB-0150,TIB-0150-1,2,3,50000002,11,2,1,
Tibanban,TIB-0150,TIB-0150-2,1,1,11000202,,1,2,Mining Safety
Tibanban,TIB-0150,TIB-0150-3,1,1,21400101,,1,2,
Tibanban,TIB-0150,TIB-0150-4,2,2,11000104,10,2,1,
Tibanban,TIB-0150,TIB-0150-5,1,2,11000104,,2,2,
Tibanban,TIB-0151,TIB-0151-1,2,1,21400101,04,1,2,
Tibanban,TIB-0151,TIB-0151-2,2,2,60000004,10,1,2,
Tibanban,TIB-0151,TIB-0151-3,1,3,30400111,,1,1,
Tibanban,TIB-0151,TIB-0151-4,2,2,60000006,01,2,1,
Tibanban,TIB-0151,TIB-0151-5,1,2,10000102,,1,2,
Tibanban,TIB-0151,TIB-0151-6,2,2,30500009,04,1,1,
Tibanban,TIB-0152,TIB-0152-1,2,3,50000001,99,1,2,Electronics Repair
Tibanban,TIB-0152,TIB-0152-2,1,1,30500009,,1,1,
Tibanban,TIB-0152,TIB-0152-3,1,3,11000103,,2,2,Plumbing
Tibanban,TIB-0152,TIB-0152-4,1,2,70000010,,,,
Tibanban,TIB-0152,TIB-0152-5,1,2,11000201,,1,2,HVAC Servicing
Tibanban,TIB-0153,TIB-0153-1,2,3,02100000,11,2,1,
Tibanban,TIB-0153,TIB-0153-2,1,3,20400101,,2,2,
Tibanban,TIB-0153,TIB-0153-3,2,1,60000003,06,1,1,
Tibanban,TIB-0153,TIB-0153-4,2,3,21400101,11,2,1,
Tibanban,TIB-0153,TIB-0153-5,2,1,30400301,99,2,2,Livestock Raising
Tibanban,TIB-0153,TIB-0153-6,1,1,70000010,,1,1,Baking
Tibanban,TIB-0154,TIB-0154-1,1,3,11000108,,1,2,
Tibanban,TIB-0154,TIB-0154-2,,,,,,,
Tibanban,TIB-0154,TIB-0154-3,1,2,30400205,,2,1,
Tibanban,TIB-0154,TIB-0154-4,1,2,30400106,,2,1,
Tibanban,TIB-0154,TIB-0154-5,1,3,21400302,,1,1,
Tibanban,TIB-0154,TIB-0154-6,1,2,40000002,,,,
Tibanban,TIB-0155,TIB-0155-1,,,,,,,
Tibanban,TIB-0155,TIB-0155-2,1,2,30400208,,,,
Tibanban,TIB-0155,TIB-0155-3,1,1,00000000,,,,
Tibanban,TIB-0156,TIB-0156-1,2,3,10000104,18,2,2,HVAC Servicing
Tibanban,TIB-0156,TIB-0156-2,2,2,11000201,02,1,2,Tailoring
Tibanban,TIB-0156,TIB-0156-3,2,2,60000002,02,1,1,
Tibanban,TIB-0156,TIB-0156-4,,,,,,,
Tibanban,TIB-0156,TIB-0156-5,2,1,21400102,07,1,2,
Tibanban,TIB-0156,TIB-0156-6,1,2,10000107,,1,1,
Tibanban,TIB-0157,TIB-0157-1,1,3,21400301,,2,2,
Tibanban,TIB-0157,TIB-0157-2,1,1,30500011,,,,
Tibanban,TIB-0157,TIB-0157-3,2,1,30500010,07,,,
Tibanban,TIB-0157,TIB-0157-4,,,,,,,
Tibanban,TIB-0157,TIB-0157-5,2,2,20400102,06,2,2,Driving
Tibanban,TIB-0157,TIB-0157-6,2,1,60000002,06,1,1,
Tibanban,TIB-0158,TIB-0158-1,2,2,80000010,09,2,1,
Tibanban,TIB-0159,TIB-0159-1,1,3,11000101,,1,1,
Tibanban,TIB-0159,TIB-0159-2,1,1,10000102,,2,2,
Tibanban,TIB-0159,TIB-0159-3,1,1,11000203,,2,1,Beauty Care
Tibanban,TIB-0159,TIB-0159-4,2,2,21400101,16,2,1,
Tibanban,TIB-0159,TIB-0159-5,2,3,30400206,06,2,2,
Tibanban,TIB-0159,TIB-0159-6,1,1,30500011,,2,2,
Tibanban,TIB-0160,TIB-0160-1,,,,,,,
Tibanban,TIB-0160,TIB-0160-2,1,2,60000006,,2,1,
Tibanban,TIB-0160,TIB-0160-3,1,2,30400208,,,,
Tibanban,TIB-0161,TIB-0161-1,1,2,20400101,,2,2,
Tibanban,TIB-0162,TIB-0162-1,1,1,30500007,,,,
Tibanban,TIB-0162,TIB-0162-2,2,3,21400201,03,2,2,
Tibanban,TIB-0162,TIB-0162-3,1,2,30400207,,2,2,
Tibanban,TIB-0162,TIB-0162-4,2,3,30500011,99,2,2,
Tibanban,TIB-0162,TIB-0162-5,2,1,30400205,09,2,2,
Tibanban,TIB-0163,TIB-0163-1,1,3,21400302,,,,
Tibanban,TIB-0163,TIB-0163-2,1,3,70000010,,2,2,Beauty Care
Tibanban,TIB-0163,TIB-0163-3,1,1,21400103,,,,
Tibanban,TIB-0163,TIB-0163-4,1,2,30400205,,1,2,
Tibanban,TIB-0163,TIB-0163-5,1,1,21400203,,,,
Tibanban,TIB-0164,TIB-0164-1,1,3,11000301,,1,2,
Tibanban,TIB-0165,TIB-0165-1,,,,,,,
Tibanban,TIB-0166,TIB-0166-1,2,1,10000103,11,,,
Tibanban,TIB-0166,TIB-0166-2,1,3,30400106,,1,2,
Tibanban,TIB-0166,TIB-0166-3,2,3,11000202,01,1,1,
Tibanban,TIB-0167,TIB-0167-1,,,,,,,
Tibanban,TIB-0167,TIB-0167-2,1,3,10000105,,2,2,Housekeeping
Tibanban,TIB-0167,TIB-0167-3,2,3,30400301,13,2,1,
Tibanban,TIB-0167,TIB-0167-4,2,3,20400103,99,1,2,Automotive Servicing
Tibanban,TIB-0167,TIB-0167-5,,,,,,,
Tibanban,TIB-0168,TIB-0168-1,1,1,30500010,,,,
Tibanban,TIB-0168,TIB-0168-2,2,2,11000102,02,1,1,
Tibanban,TIB-0169,TIB-0169-1,1,1,30400109,,2,2,
Tibanban,TIB-0169,TIB-0169-2,2,2,21400203,06,,,
Tibanban,TIB-0170,TIB-0170-1,1,2,50000003,,2,1,
Tibanban,TIB-0170,TIB-0170-2,1,1,02100000,,2,2,
Tibanban,TIB-0171,TIB-0171-1,1,2,30400106,,1,1,
Tibanban,TIB-0171,TIB-0171-2,2,3,30400203,12,1,1,
Tibanban,TIB-0171,TIB-0171-3,1,1,30400205,,2,1,
Tibanban,TIB-0171,TIB-0171-4,1,3,30400110,,1,2,
Tibanban,TIB-0171,TIB-0171-5,1,3,10000103,,2,2,
Tibanban,TIB-0172,TIB-0172-1,1,2,10000101,,1,1,
Tibanban,TIB-0173,TIB-0173-1,1,1,11000302,,1,1,
Tibanban,TIB-0173,TIB-0173-2,1,1,60000004,,2,1,
Tibanban,TIB-0173,TIB-0173-3,1,3,60000004,,1,2,
Tibanban,TIB-0173,TIB-0173-4,1,2,11000302,,,,
Tibanban,TIB-0174,TIB-0174-1,2,1,11000105,12,2,2,
Tibanban,TIB-0174,TIB-0174-2,2,1,11000301,01,2,2,
Tibanban,TIB-0174,TIB-0174-3,2,2,30400106,18,2,1,
Tibanban,TIB-0175,TIB-0175-1,1,1,50000003,,1,1,
Tibanban,TIB-0176,TIB-0176-1,2,1,60000005,18,1,2,
Tibanban,TIB-0176,TIB-0176-2,1,3,30400204,,,,
Tibanban,TIB-0177,TIB-0177-1,2,1,21400302,16,1,2,
Tibanban,TIB-0178,TIB-0178-1,1,2,30400110,,,,
Tibanban,TIB-0179,TIB-0179-1,1,2,10000105,,1,2,Computer Literacy
Tibanban,TIB-0179,TIB-0179-2,2,2,40000003,18,1,2,Food Processing
Tibanban,TIB-0179,TIB-0179-3,1,3,30400201,,2,2,
Tibanban,TIB-0179,TIB-0179-4,2,2,21400101,99,1,2,
Tibanban,TIB-0179,TIB-0179-5,2,2,50000002,13,2,2,
Tibanban,TIB-0180,TIB-0180-1,1,1,50000003,,2,2,
Tibanban,TIB-0180,TIB-0180-2,2,1,30400107,13,,,
Tibanban,TIB-0181,TIB-0181-1,1,2,30400110,,,,
Tibanban,TIB-0181,TIB-0181-2,2,2,30400110,17,2,1,
Tibanban,TIB-0181,TIB-0181-3,2,1,21400302,17,,,
Tibanban,TIB-0182,TIB-0182-1,2,3,60000001,12,,,
Tibanban,TIB-0182,TIB-0182-2,1,3,30400206,,2,2,
Tibanban,TIB-0182,TIB-0182-3,1,1,21400102,,1,1,
Tibanban,TIB-0183,TIB-0183-1,2,2,30500007,09,2,2,
Tibanban,TIB-0184,TIB-0184-1,2,1,11000202,05,1,2,
Tibanban,TIB-0184,TIB-0184-2,2,1,60000006,04,,,
Tibanban,TIB-0185,TIB-0185-1,2,2,50000002,12,1,1,
Tibanban,TIB-0185,TIB-0185-2,1,2,21400105,,1,1,Barista Training
Tibanban,TIB-0185,TIB-0185-3,,,,,,,
Tibanban,TIB-0186,TIB-0186-1,2,2,40000003,15,1,1,
Tibanban,TIB-0186,TIB-0186-2,1,2,60000001,,1,1,
Tibanban,TIB-0186,TIB-0186-3,1,2,30400203,,2,1,
Tibanban,TIB-0186,TIB-0186-4,2,2,30400204,09,2,2,
Tibanban,TIB-0186,TIB-0186-5,2,2,20400101,17,2,1,
Tibanban,TIB-0186,TIB-0186-6,2,2,60000001,02,2,2,
Tibanban,TIB-0187,TIB-0187-1,,,,,,,
Tibanban,TIB-0187,TIB-0187-2,2,1,30400208,15,2,1,
Tibanban,TIB-0187,TIB-0187-3,2,2,11000301,18,1,2,
Tibanban,TIB-0187,TIB-0187-4,1,3,30400201,,,,
Tibanban,TIB-0187,TIB-0187-5,1,3,11000103,,,,
Tibanban,TIB-0187,TIB-0187-6,1,2,40000001,,2,1,
Tibanban,TIB-0188,TIB-0188-1,1,3,30400208,,,,
Tibanban,TIB-0188,TIB-0188-2,2,2,30500009,99,,,
Tibanban,TIB-0188,TIB-0188-3,2,2,11000104,07,2,1,Food Processing
Tibanban,TIB-0188,TIB-0188-4,2,1,02000000,15,2,1,Tailoring
Tibanban,TIB-0188,TIB-0188-5,2,3,60000002,11,1,1,
Tibanban,TIB-0189,TIB-0189-1,2,3,70000010,14,1,2,
Tibanban,TIB-0189,TIB-0189-2,2,3,11000202,15,,,
Tibanban,TIB-0190,TIB-0190-1,1,3,21400302,,1,1,
Tibanban,TIB-0191,TIB-0191-1,1,2,21400103,,,,
Tibanban,TIB-0191,TIB-0191-2,1,2,30400204,,1,1,
Tibanban,TIB-0191,TIB-0191-3,1,1,11000203,,2,1,
Tibanban,TIB-0192,TIB-0192-1,1,2,00000000,,2,2,
Tibanban,TIB-0192,TIB-0192-2,2,2,30400207,05,1,2,
Tibanban,TIB-0192,TIB-0192-3,2,1,10000107,10,,,
Tibanban,TIB-0192,TIB-0192-4,1,1,11000104,,,,
Tibanban,TIB-0192,TIB-0192-5,1,1,60000001,,,,
Tibanban,TIB-0193,TIB-0193-1,2,1,30400203,11,2,2,Fish Processing
Tibanban,TIB-0193,TIB-0193-2,2,1,60000004,05,1,1,
Tibanban,TIB-0193,TIB-0193-3,2,3,30500007,99,,,
Tibanban,TIB-0193,TIB-0193-4,1,1,11000203,,1,1,
Tibanban,TIB-0193,TIB-0193-5,2,2,00000000,06,1,2,Driving
Tibanban,TIB-0194,TIB-0194-1,1,3,30400108,,2,1,
Tibanban,TIB-0194,TIB-0194-2,2,1,21400202,18,,,
Tibanban,TIB-0194,TIB-0194-3,2,2,30400301,02,1,2,
Tibanban,TIB-0194,TIB-0194-4,2,1,40000002,15,2,2,
Tibanban,TIB-0194,TIB-0194-5,1,1,20400105,,2,2,
Tibanban,TIB-0195,TIB-0195-1,1,1,50000002,,2,2,
Tibanban,TIB-0195,TIB-0195-2,2,3,30500010,15,1,2,Livestock Raising
Tibanban,TIB-0195,TIB-0195-3,,,,,,,
Tibanban,TIB-0195,TIB-0195-4,2,3,30500008,08,1,1,Vegetable Growing
Tibanban,TIB-0195,TIB-0195-5,1,3,30400207,,,,
Tibanban,TIB-0195,TIB-0195-6,2,3,11000302,04,1,1,
Tibanban,TIB-0196,TIB-0196-1,1,1,30400203,,1,2,Housekeeping
Tibanban,TIB-0196,TIB-0196-2,2,3,30400110,03,1,1,
Tibanban,TIB-0196,TIB-0196-3,1,3,10000103,,2,2,
Tibanban,TIB-0196,TIB-0196-4,2,3,40000003,07,2,2,
Tibanban,TIB-0196,TIB-0196-5,1,1,30400208,,2,1,
Tibanban,TIB-0197,TIB-0197-1,2,1,10000103,06,2,2,
Tibanban,TIB-0197,TIB-0197-2,2,2,30400208,07,2,1,Welding
Tibanban,TIB-0197,TIB-0197-3,2,3,30400208,04,1,2,
Tibanban,TIB-0197,TIB-0197-4,2,2,00000000,15,,,
Tibanban,TIB-0198,TIB-0198-1,1,2,21400105,,,,
Tibanban,TIB-0198,TIB-0198-2,1,3,50000002,,,,
Tibanban,TIB-0198,TIB-0198-3,2,3,21400301,15,,,
Tibanban,TIB-0198,TIB-0198-4,2,3,30400208,14,1,2,
Tibanban,TIB-0199,TIB-0199-1,2,2,60000004,17,2,1,Barista Training
Tibanban,TIB-0199,TIB-0199-2,2,1,20400102,03,2,1,
Tibanban,TIB-0199,TIB-0199-3,1,3,21400105,,1,2,
Tibanban,TIB-0199,TIB-0199-4,2,3,30400205,14,2,2,
Tibanban,TIB-0200,TIB-0200-1,2,1,30400205,15,2,1,
Tibanban,TIB-0200,TIB-0200-2,1,1,40000002,,2,1,
Tibanban,TIB-0200,TIB-0200-3,1,3,11000201,,2,1,
Tibanban,TIB-0200,TIB-0200-4,2,1,20400105,05,2,2,
Tibanban,TIB-0200,TIB-0200-5,1,3,21400203,,2,2,Fish Processing
Tibanban,TIB-0201,TIB-0201-1,1,2,21400203,,1,2,
Tibanban,TIB-0201,TIB-0201-2,2,1,00000000,10,,,
Tibanban,TIB-0201,TIB-0201-3,1,1,11000301,,1,2,
Tibanban,TIB-0201,TIB-0201-4,2,3,00000000,09,1,1,Fish Processing
Tibanban,TIB-0201,TIB-0201-5,2,2,10000102,11,1,2,
Tibanban,TIB-0202,TIB-0202-1,1,3,20400101,,2,1,
Tibanban,TIB-0202,TIB-0202-2,1,2,21400201,,1,2,Beauty Care
Tibanban,TIB-0202,TIB-0202-3,1,3,01000000,,1,1,
Tibanban,TIB-0203,TIB-0203-1,2,3,30400106,16,,,
Tibanban,TIB-0203,TIB-0203-2,2,1,20400105,99,1,1,
Tibanban,TIB-0203,TIB-0203-3,2,3,11000302,07,1,2,
Tibanban,TIB-0204,TIB-0204-1,1,3,60000004,,,,
Tibanban,TIB-0204,TIB-0204-2,1,1,11000102,,,,
Tibanban,TIB-0205,TIB-0205-1,1,2,10000104,,2,2,Beauty Care
Tibanban,TIB-0205,TIB-0205-2,2,1,21400102,15,,,
Tibanban,TIB-0205,TIB-0205-3,1,3,10000108,,1,2,
Tibanban,TIB-0205,TIB-0205-4,,,,,,,
Tibanban,TIB-0205,TIB-0205-5,2,1,00000000,18,2,1,Net Making
Tibanban,TIB-0206,TIB-0206-1,1,3,50000002,,1,2,
Tibanban,TIB-0206,TIB-0206-2,2,2,30400203,16,1,2,
Tibanban,TIB-0206,TIB-0206-3,1,1,20400102,,1,2,Livestock Raising
Tibanban,TIB-0207,TIB-0207-1,1,3,11000202,,1,1,Coconut Processing
Tibanban,TIB-0207,TIB-0207-2,2,1,01000000,18,2,2,
Tibanban,TIB-0207,TIB-0207-3,1,2,21400105,,1,2,
Tibanban,TIB-0207,TIB-0207-4,1,1,30400303,,2,2,
Tibanban,TIB-0207,TIB-0207-5,2,2,30400108,13,2,2,
Tibanban,TIB-0208,TIB-0208-1,1,3,11000301,,1,1,Welding
Tibanban,TIB-0208,TIB-0208-2,2,2,11000301,17,,,
Tibanban,TIB-0208,TIB-0208-3,1,2,11000103,,,,
Tibanban,TIB-0208,TIB-0208-4,2,1,10000107,14,2,1,
Tibanban,TIB-0208,TIB-0208-5,2,2,30500007,01,,,
Tibanban,TIB-0209,TIB-0209-1,1,3,02100000,,2,1,Fishing Techniques
Tibanban,TIB-0210,TIB-0210-1,2,2,20400105,09,2,2,
Tibanban,TIB-0210,TIB-0210-2,1,3,20400102,,1,2,
Tibanban,TIB-0210,TIB-0210-3,2,1,10000105,08,1,1,
Tibanban,TIB-0210,TIB-0210-4,2,1,40000002,08,1,2,
Tibanban,TIB-0210,TIB-0210-5,,,,,,,
Tibanban,TIB-0211,TIB-0211-1,2,1,30400110,11,2,2,
Tibanban,TIB-0211,TIB-0211-2,1,1,30400203,,1,1,
Tibanban,TIB-0211,TIB-0211-3,1,2,20400101,,,,
Tibanban,TIB-0211,TIB-0211-4,2,3,40000003,16,1,1,
Tibanban,TIB-0211,TIB-0211-5,2,1,21400101,17,,,
Tibanban,TIB-0212,TIB-0212-1,1,3,30500011,,,,
Tibanban,TIB-0212,TIB-0212-2,1,2,30400204,,1,2,
Tibanban,TIB-0212,TIB-0212-3,1,2,21400302,,2,1,Coconut Processing
Tibanban,TIB-0212,TIB-0212-4,,,,,,,
Tibanban,TIB-0213,TIB-0213-1,2,1,30400204,02,2,1,
Tibanban,TIB-0213,TIB-0213-2,2,3,30400107,06,1,2,Fish Processing
Tibanban,TIB-0214,TIB-0214-1,1,1,02000000,,1,2,
Tibanban,TIB-0214,TIB-0214-2,1,2,21400302,,2,1,
Tibanban,TIB-0214,TIB-0214-3,1,3,40000002,,1,2,
Tibanban,TIB-0214,TIB-0214-4,1,1,11000301,,2,1,
Tibanban,TIB-0214,TIB-0214-5,2,1,30400205,09,1,2,
Tibanban,TIB-0215,TIB-0215-1,2,3,10000106,15,2,2,
Tibanban,TIB-0216,TIB-0216-1,1,3,10000105,,,,
Tibanban,TIB-0216,TIB-0216-2,1,3,30400111,,2,1,
Tibanban,TIB-0216,TIB-0216-3,,,,,,,
Tibanban,TIB-0216,TIB-0216-4,1,3,30400205,,,,
Tibanban,TIB-0216,TIB-0216-5,1,2,02100000,,1,1,Aquaculture
Tibanban,TIB-0217,TIB-0217-1,1,1,21400202,,2,2,
Tibanban,TIB-0217,TIB-0217-2,2,2,11000302,13,1,2,
Tibanban,TIB-0217,TIB-0217-3,1,3,10000102,,,,
Tibanban,TIB-0217,TIB-0217-4,2,2,30400201,01,2,2,
Tibanban,TIB-0217,TIB-0217-5,2,1,40000001,15,2,1,
Tibanban,TIB-0217,TIB-0217-6,1,2,10000107,,2,1,
Tiblawan,TIB-0001,TIB-0001-1,2,3,70000010,11,2,1,
Tiblawan,TIB-0001,TIB-0001-2,2,3,21400203,13,2,2,
Tiblawan,TIB-0001,TIB-0001-3,1,3,20400105,,1,1,
Tiblawan,TIB-0001,TIB-0001-4,2,3,21400101,13,2,1,
Tiblawan,TIB-0001,TIB-0001-5,2,2,30400203,05,1,2,
Tiblawan,TIB-0002,TIB-0002-1,1,1,02100000,,1,2,
Tiblawan,TIB-0002,TIB-0002-2,2,1,40000003,08,2,2,
Tiblawan,TIB-0003,TIB-0003-1,2,1,11000101,15,2,1,
Tiblawan,TIB-0003,TIB-0003-2,,,,,,,
Tiblawan,TIB-0003,TIB-0003-3,1,1,21400102,,1,1,
Tiblawan,TIB-0003,TIB-0003-4,2,1,21400203,99,2,1,
Tiblawan,TIB-0003,TIB-0003-5,2,1,11000302,09,,,
Tiblawan,TIB-0003,TIB-0003-6,2,3,50000001,08,2,2,
Tiblawan,TIB-0004,TIB-0004-1,1,3,21400301,,2,1,
Tiblawan,TIB-0004,TIB-0004-2,2,1,21400201,06,,,
Tiblawan,TIB-0004,TIB-0004-3,1,3,40000001,,2,1,
Tiblawan,TIB-0004,TIB-0004-4,1,2,10000103,,2,2,
Tiblawan,TIB-0005,TIB-0005-1,1,1,20400101,,1,1,
Tiblawan,TIB-0005,TIB-0005-2,1,1,21400301,,1,1,Boat Operation
Tiblawan,TIB-0005,TIB-0005-3,1,3,50000003,,,,
Tiblawan,TIB-0005,TIB-0005-4,1,3,02100000,,2,1,
Tiblawan,TIB-0006,TIB-0006-1,,,,,,,
Tiblawan,TIB-0006,TIB-0006-2,1,1,30500008,,1,2,
Tiblawan,TIB-0007,TIB-0007-1,2,1,20400105,05,1,2,
Tiblawan,TIB-0007,TIB-0007-2,2,1,20400103,16,2,2,Housekeeping
Tiblawan,TIB-0007,TIB-0007-3,1,3,10000103,,2,1,
Tiblawan,TIB-0007,TIB-0007-4,2,3,30500007,06,2,1,
Tiblawan,TIB-0007,TIB-0007-5,1,1,60000001,,2,2,
Tiblawan,TIB-0007,TIB-0007-6,2,1,10000102,04,,,
Tiblawan,TIB-0008,TIB-0008-1,1,1,21400301,,,,
Tiblawan,TIB-0008,TIB-0008-2,1,3,30500009,,1,1,
Tiblawan,TIB-0008,TIB-0008-3,2,1,30500011,09,,,
Tiblawan,TIB-0008,TIB-0008-4,2,1,02100000,11,2,2,
Tiblawan,TIB-0008,TIB-0008-5,1,3,11000203,,2,1,
Tiblawan,TIB-0009,TIB-0009-1,2,3,21400103,05,1,1,
Tiblawan,TIB-0009,TIB-0009-2,2,1,30400107,12,,,
Tiblawan,TIB-0010,TIB-0010-1,,,,,,,
Tiblawan,TIB-0010,TIB-0010-2,2,2,10000104,15,,,
Tiblawan,TIB-0010,TIB-0010-3,2,3,21400202,07,,,
Tiblawan,TIB-0011,TIB-0011-1,1,1,30500007,,1,2,Mining Safety
Tiblawan,TIB-0011,TIB-0011-2,1,1,50000002,,2,2,
Tiblawan,TIB-0011,TIB-0011-3,2,2,30400208,06,1,1,
Tiblawan,TIB-0011,TIB-0011-4,2,2,30400108,06,1,1,
Tiblawan,TIB-0012,TIB-0012-1,2,3,50000002,10,1,1,Food Processing
Tiblawan,TIB-0012,TIB-0012-2,,,,,,,
Tiblawan,TIB-0013,TIB-0013-1,,,,,,,
Tiblawan,TIB-0013,TIB-0013-2,2,1,11000202,08,1,2,
Tiblawan,TIB-0014,TIB-0014-1,2,3,21400201,99,2,2,Driving
Tiblawan,TIB-0014,TIB-0014-2,2,2,40000001,05,,,
Tiblawan,TIB-0014,TIB-0014-3,1,1,10000108,,1,2,
Tiblawan,TIB-0014,TIB-0014-4,2,3,20400103,04,2,1,
Tiblawan,TIB-0015,TIB-0015-1,1,3,40000001,,1,1,
Tiblawan,TIB-0015,TIB-0015-2,2,3,21400302,17,2,1,
Tiblawan,TIB-0015,TIB-0015-3,2,1,60000006,07,1,1,
Tiblawan,TIB-0015,TIB-0015-4,1,2,30400106,,2,2,
Tiblawan,TIB-0015,TIB-0015-5,2,2,21400101,13,1,1,
Tiblawan,TIB-0016,TIB-0016-1,1,3,40000001,,,,
Tiblawan,TIB-0016,TIB-0016-2,2,3,30500011,02,1,1,Welding
Tiblawan,TIB-0017,TIB-0017-1,2,1,30400201,05,,,
Tiblawan,TIB-0017,TIB-0017-2,2,2,10000104,14,2,1,
Tiblawan,TIB-0017,TIB-0017-3,1,2,30400108,,2,1,Fishing Techniques
Tiblawan,TIB-0018,TIB-0018-1,1,2,30400110,,1,2,
Tiblawan,TIB-0018,TIB-0018-2,1,3,60000003,,1,1,
Tiblawan,TIB-0018,TIB-0018-3,1,1,30400109,,2,1,
Tiblawan,TIB-0019,TIB-0019-1,1,2,11000103,,1,1,
Tiblawan,TIB-0019,TIB-0019-2,2,2,21400102,13,1,2,
Tiblawan,TIB-0019,TIB-0019-3,1,2,30500007,,1,1,
Tiblawan,TIB-0020,TIB-0020-1,2,3,30400201,08,2,2,
Tiblawan,TIB-0020,TIB-0020-2,2,1,30400109,12,2,1,
Tiblawan,TIB-0020,TIB-0020-3,2,3,30400206,17,1,1,
Tiblawan,TIB-0021,TIB-0021-1,2,1,60000006,09,1,1,
Tiblawan,TIB-0022,TIB-0022-1,2,2,10000102,11,1,2,
Tiblawan,TIB-0022,TIB-0022-2,2,3,50000003,17,1,1,
Tiblawan,TIB-0022,TIB-0022-3,1,3,11000103,,1,1,
Tiblawan,TIB-0022,TIB-0022-4,1,1,30400107,,2,2,
Tiblawan,TIB-0022,TIB-0022-5,2,2,30500010,04,2,2,
Tiblawan,TIB-0023,TIB-0023-1,1,1,60000006,,1,2,
